y1,x1_COBYQA,x1_Erroneous-COBYQA,y2,x2_COBYQA,x2_Erroneous-COBYQA,y3,x3_COBYQA,x3_Erroneous-COBYQA,y4,x4_COBYQA,x4_Erroneous-COBYQA,y5,x5_COBYQA,x5_Erroneous-COBYQA,y6,x6_COBYQA,x6_Erroneous-COBYQA,y7,x7_COBYQA,x7_Erroneous-COBYQA,y8,x8_COBYQA,x8_Erroneous-COBYQA,y9,x9_COBYQA,x9_Erroneous-COBYQA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.75,1.75,0.0,1.75,1.75,0.0,1.75,1.75
0.009259259259259259,0.6666666666666666,0.6666666666666666,0.009259259259259259,0.6666666666666666,0.6666666666666666,0.009259259259259259,0.6666666666666666,0.6666666666666666,0.009259259259259259,0.6666666666666666,0.6666666666666666,0.009259259259259259,1.0,1.0,0.009259259259259259,1.0,1.0,0.009259259259259259,1.75,1.75,0.009259259259259259,1.75,1.75,0.009259259259259259,1.75,1.75
0.009259259259259259,0.8,0.8,0.009259259259259259,1.0,1.0,0.009259259259259259,1.0,1.0,0.009259259259259259,1.0,1.0,0.009259259259259259,1.1666666666666667,1.1666666666666667,0.009259259259259259,1.75,1.75,0.009259259259259259,1.75,1.75,0.009259259259259259,1.75,1.75,0.009259259259259259,1.75,1.75
0.018518518518518517,0.8,0.8,0.018518518518518517,1.0,1.0,0.018518518518518517,1.0,1.0,0.018518518518518517,1.0,1.0,0.018518518518518517,1.1666666666666667,1.1666666666666667,0.018518518518518517,1.75,1.75,0.018518518518518517,1.75,1.75,0.018518518518518517,1.75,1.75,0.018518518518518517,1.75,1.75
0.018518518518518517,1.0,1.0,0.018518518518518517,1.0,1.0,0.018518518518518517,1.0,1.0,0.018518518518518517,1.0,1.0,0.018518518518518517,1.3333333333333333,1.3333333333333333,0.018518518518518517,1.75,1.75,0.018518518518518517,2.142857142857143,2.142857142857143,0.018518518518518517,2.142857142857143,2.142857142857143,0.018518518518518517,2.142857142857143,2.142857142857143
0.027777777777777776,1.0,1.0,0.027777777777777776,1.0,1.0,0.027777777777777776,1.0,1.0,0.027777777777777776,1.0,1.0,0.027777777777777776,1.3333333333333333,1.3333333333333333,0.027777777777777776,1.75,1.75,0.027777777777777776,2.142857142857143,2.142857142857143,0.027777777777777776,2.142857142857143,2.142857142857143,0.027777777777777776,2.142857142857143,2.142857142857143
0.027777777777777776,1.0,1.0,0.027777777777777776,1.0,1.0,0.027777777777777776,1.1666666666666667,1.1666666666666667,0.027777777777777776,1.1666666666666667,1.1666666666666667,0.027777777777777776,1.4,1.4,0.027777777777777776,2.0,2.0,0.027777777777777776,2.3333333333333335,2.3333333333333335,0.027777777777777776,2.3333333333333335,2.3333333333333335,0.027777777777777776,2.3333333333333335,2.3333333333333335
0.037037037037037035,1.0,1.0,0.037037037037037035,1.0,1.0,0.037037037037037035,1.1666666666666667,1.1666666666666667,0.037037037037037035,1.1666666666666667,1.1666666666666667,0.037037037037037035,1.4,1.4,0.037037037037037035,2.0,2.0,0.037037037037037035,2.3333333333333335,2.3333333333333335,0.037037037037037035,2.3333333333333335,2.3333333333333335,0.037037037037037035,2.3333333333333335,2.3333333333333335
0.037037037037037035,1.0,1.0,0.037037037037037035,1.1666666666666667,1.1666666666666667,0.037037037037037035,1.3333333333333333,1.3333333333333333,0.037037037037037035,1.3333333333333333,1.3333333333333333,0.037037037037037035,1.75,1.75,0.037037037037037035,2.142857142857143,2.142857142857143,0.037037037037037035,2.5,2.5,0.037037037037037035,2.5,2.5,0.037037037037037035,2.5,2.5
0.046296296296296294,1.0,1.0,0.046296296296296294,1.1666666666666667,1.1666666666666667,0.046296296296296294,1.3333333333333333,1.3333333333333333,0.046296296296296294,1.3333333333333333,1.3333333333333333,0.046296296296296294,1.75,1.75,0.046296296296296294,2.142857142857143,2.142857142857143,0.046296296296296294,2.5,2.5,0.046296296296296294,2.5,2.5,0.046296296296296294,2.5,2.5
0.046296296296296294,1.1666666666666667,1.1666666666666667,0.046296296296296294,1.3333333333333333,1.3333333333333333,0.046296296296296294,1.4,1.4,0.046296296296296294,1.4,1.4,0.046296296296296294,1.75,1.75,0.046296296296296294,2.5,2.5,0.046296296296296294,2.7254901960784315,3.0,0.046296296296296294,2.7254901960784315,3.0,0.046296296296296294,2.7254901960784315,3.0
0.05555555555555555,1.1666666666666667,1.1666666666666667,0.05555555555555555,1.3333333333333333,1.3333333333333333,0.05555555555555555,1.4,1.4,0.05555555555555555,1.4,1.4,0.05555555555555555,1.75,1.75,0.05555555555555555,2.5,2.5,0.05555555555555555,2.7254901960784315,3.0,0.05555555555555555,2.7254901960784315,3.0,0.05555555555555555,2.7254901960784315,3.0
0.05555555555555555,1.3333333333333333,1.3333333333333333,0.05555555555555555,1.4,1.4,0.05555555555555555,1.6666666666666667,1.6666666666666667,0.05555555555555555,1.6666666666666667,1.6666666666666667,0.05555555555555555,2.0,2.0,0.05555555555555555,2.7254901960784315,3.0,0.05555555555555555,3.0,3.4285714285714284,0.05555555555555555,3.0,3.4285714285714284,0.05555555555555555,3.0,4.0
